timestamp,steering,throttle,labels
5371,-0.0038191981147974,0.8500000238418579,0
5396,-0.0038191981147974,0.8500000238418579,0
5912,-0.0037578882183879,0.8500000238418579,0
6419,-0.002131450921297,0.8500000238418579,0
6923,-0.0009267422719858,0.8500000238418579,0
7423,0.0084572592750191,0.8500000238418579,0
7930,0.0003111817932222,0.6314200758934021,0
8439,0.0003111817932222,0.0119795762002468,0
8938,-0.0002485241857357,0.1277685910463333,0
8951,-0.0002485241857357,0.1277685910463333,0
9452,0.0006220098002813,0.6683433651924133,0
9953,0.0006155604496598,0.8500000238418579,0
10459,0.0,0.4349949359893799,0
10965,0.0,0.0013670548796653,0
11464,0.0,0.1570641696453094,0
11477,-0.0006155604496598,0.0,0
11984,0.0,0.7023928761482239,0
12492,0.0,0.8500000238418579,0
13000,0.0,0.6587335467338562,0
13499,0.0,0.0,0
13511,0.0,0.0,0
14012,-0.0010381353786215,0.0057473531924188,0
14511,-0.02881421148777,0.5099086165428162,-1
14524,-0.02881421148777,0.5099086165428162,-1
15024,-0.1768000572919845,0.8500000238418579,-1
15037,-0.1768000572919845,0.8500000238418579,-1
15543,-0.2715571820735931,0.5963757634162903,-1
16051,-0.1322398036718368,0.1028953045606613,-1
16562,-0.1571689695119857,0.0382259599864482,-1
17062,-0.1658982038497924,0.5319743156433105,-1
17574,-0.1732550710439682,0.8500000238418579,-1
18074,-0.0579618476331234,0.3644410669803619,-1
18573,-0.0060958731919527,0.0,0
18587,-0.0060958731919527,0.0,0
19097,-0.0060177529230713,0.186625987291336,0
19607,-0.0033429751638323,0.7195338010787964,0
20113,-0.0004398273595143,0.8266826868057251,0
20617,0.0001757331192493,0.4144236147403717,0
21126,0.0,0.0018340750830247,0
21626,0.0,0.1731709241867065,0
21639,0.0,0.1731709241867065,0
22144,0.0,0.6868941187858582,0
22653,-0.0006155604496598,0.8500000238418579,0
23151,0.0,0.4279791116714477,0
23165,0.0,0.4279791116714477,0
23665,0.0,0.0,0
23679,0.0,0.0,0
24183,0.0,0.0,0
24690,0.0,0.6943225860595703,0
25199,0.0,0.8500000238418579,0
25703,0.0,0.4222570061683655,0
26212,-0.0006155604496598,0.0,0
26723,0.0,0.001212291419506,0
27231,0.0,0.4794409871101379,0
27731,0.0,0.8500000238418579,0
28231,-0.0089559890329837,0.5812901854515076,0
28244,-0.0089559890329837,0.5812901854515076,0
28749,-0.0003111817932222,0.1641316711902618,0
29248,-0.2094280123710632,0.0,-1
29262,-0.2094280123710632,0.0,-1
29762,-0.2747706174850464,0.4653227627277374,-1
29775,-0.2747706174850464,0.4653227627277374,-1
30283,-0.1812909990549087,0.8500000238418579,-1
30794,-0.1119090765714645,0.7095158100128174,-1
31304,-0.1296956539154052,0.0,-1
31815,-0.3298682570457458,0.0,-1
32315,-0.1039494127035141,0.5953901410102844,-1
32329,-0.0774848014116287,0.3276733458042145,-1
32834,-0.0021274187602102,0.8500000238418579,0
33341,-0.0010413710260763,0.5273911952972412,0
33847,-0.0011011089663952,0.0868392810225486,0
34355,-0.0007676775567233,0.0536648407578468,0
34855,-0.0008006644784472,0.5897064208984375,0
35354,0.0001757331192493,0.8500000238418579,0
35367,0.0001757331192493,0.8500000238418579,0
35865,-0.0004398273595143,0.5238556265830994,0
35880,-0.0004398273595143,0.5238556265830994,0
36386,0.0,0.0855407863855362,0
36893,0.0,0.0405081659555435,0
37397,-0.0009267422719858,0.5792861580848694,0
37898,-0.0771942511200904,0.8500000238418579,-1
38404,-0.0036464338190853,0.5373975038528442,0
38903,-0.1250852942466735,0.0,-1
38917,-0.1250852942466735,0.0,-1
